latency,type,urevent,urtype,ID,ProblemItem,confidence,confidence_rt,difficulty,fluency,participant,response,response_time,confidence_level,epoch,Subject,ERN_FzCz,Pe_PzCz
14423,response,125,201,81,6 * 4 = 24,99.175,1.98118903080467,easy,high,cnf022,correct,1.03353498174693,high,41,cnf022,8.24779,11.9484
14781,response,128,201,91,8 * 4 = 32,100,1.98093117054668,easy,high,cnf022,correct,1.30015862896107,high,42,cnf022,-12.83821,5.995736
15139,response,131,200,72,18 * 6 = 106,49.7666666666667,1.74738964607241,hard,low,cnf022,error,1.36687259137398,med,43,cnf022,0.3238363,4.336773
15497,response,134,200,77,19 * 6 = 116,36.75,2.54767399793491,hard,low,cnf022,error,1.01675257732859,med,44,cnf022,6.752614,-15.83667
15855,response,137,200,68,17 * 7 = 119,93.8583333333333,2.39828888556804,hard,high,cnf022,error,1.33370130803087,high,45,cnf022,0.2390395,-2.219585
16213,response,140,201,90,7 * 9 = 65,99.0833333333333,2.61431740157423,easy,low,cnf022,correct,1.38366878687521,high,46,cnf022,-0.333905,-7.663562
16571,response,143,201,80,19 * 9 = 171,48.025,2.06417737447191,hard,high,cnf022,correct,1.30052617602632,med,47,cnf022,-0.7176586,10.02508
16929,response,146,201,89,7 * 8 = 56,98.35,2.01395363904885,easy,high,cnf022,correct,1.08354287152179,high,48,cnf022,2.874984,-8.870198
17287,response,149,201,82,6 * 6 = 36,96.8833333333333,1.86397807803587,easy,high,cnf022,correct,1.05027152298135,high,49,cnf022,9.807784,3.879618
17645,response,152,200,70,17 * 9 = 153,35.925,1.66399687231751,hard,high,cnf022,error,1.51687926237355,med,50,cnf022,5.935067,3.673194
18003,response,155,201,94,8 * 8 = 64,95.6,1.79778015683405,easy,high,cnf022,correct,0.916914798377547,high,51,cnf022,-2.718163,-1.115105
18361,response,158,201,87,7 * 6 = 42,96.0583333333333,1.81420944666024,easy,high,cnf022,correct,1.46695860894397,high,52,cnf022,-1.868939,5.062207
18719,response,161,201,84,6 * 8 = 48,96.8833333333333,2.03110968426336,easy,high,cnf022,correct,1.03350162669085,high,53,cnf022,7.186768,3.713253
19077,response,164,201,69,17 * 8 = 134,34.3666666666667,1.91381694743177,hard,low,cnf022,correct,1.7835455655877,med,54,cnf022,-5.552209,-12.52931
19435,response,167,201,78,19 * 7 = 133,27.125,2.59754622241599,hard,high,cnf022,correct,1.46693038544618,low,55,cnf022,1.514708,1.644948
19793,response,170,201,86,7 * 4 = 28,97.8916666666667,1.89762178444653,easy,high,cnf022,correct,1.40019589680014,high,56,cnf022,15.82146,-0.9394092
20151,response,173,201,66,17 * 4 = 66,49.675,2.19695070633315,hard,low,cnf022,correct,1.43432421374018,med,57,cnf022,0.232658,-0.3574911
20509,response,176,201,96,9 * 4 = 36,99.6333333333333,1.89779657777399,easy,high,cnf022,correct,1.61681903083809,high,58,cnf022,-4.407531,5.897952
20867,response,179,200,65,16 * 9 = 144,36.8416666666667,2.06344580827863,hard,high,cnf022,error,1.80044631630881,med,59,cnf022,12.6211,16.3593
21225,response,182,201,74,18 * 8 = 146,43.8083333333333,1.880748936499,hard,low,cnf022,correct,1.3835693631263,med,60,cnf022,14.205,9.71713
21583,response,185,201,95,8 * 9 = 74,96.3333333333333,2.01378750518779,easy,low,cnf022,correct,1.16700363825657,high,61,cnf022,7.714285,-7.246895
21941,response,188,200,67,17 * 6 = 104,34.3666666666667,2.69715500608436,hard,low,cnf022,error,1.56708952752524,med,62,cnf022,12.63354,-4.762374
22299,response,191,200,93,8 * 7 = 54,40.6,2.53057664478547,easy,low,cnf022,error,1.7502071862109,med,63,cnf022,-10.38559,12.51779
22657,response,194,201,52,8 * 6 = 46,94.225,2.23039845182211,easy,low,cnf022,correct,1.13381022511749,high,64,cnf022,8.192418,3.3613
23015,response,197,200,62,16 * 6 = 94,2.83333333333334,1.88075214371202,hard,low,cnf022,error,1.30042162074824,low,65,cnf022,4.813317,7.015586
23373,response,200,201,55,8 * 9 = 72,97.8,1.89775263890624,easy,high,cnf022,correct,1.10022456932347,high,66,cnf022,-1.960037,2.016089
23731,response,203,200,40,19 * 9 = 173,2.65,2.09689034652547,hard,low,cnf022,error,1.70032886802801,low,67,cnf022,8.762333,-3.40155
24089,response,206,201,56,9 * 4 = 34,99.175,2.59774731492507,easy,low,cnf022,correct,1.20008030871395,high,68,cnf022,-8.378113,-12.73738
24447,response,209,200,64,16 * 8 = 126,13.5583333333333,1.79740395027329,hard,low,cnf022,error,1.43350509050651,low,69,cnf022,5.234941,2.827898
24805,response,212,201,60,9 * 9 = 81,98.075,2.0144802640425,easy,high,cnf022,correct,1.0669038296619,high,70,cnf022,-0.1147699,-11.13987
25163,response,215,200,49,7 * 8 = 54,97.8916666666667,2.23066849948373,easy,low,cnf022,error,1.18352112657158,high,71,cnf022,-7.259708,-7.818473
25521,response,218,201,48,7 * 7 = 49,98.9916666666667,2.09774635275244,easy,high,cnf022,correct,0.950241631740937,high,72,cnf022,9.249219,4.661975
25879,response,221,200,36,19 * 4 = 76,39.225,2.58090653913678,hard,high,cnf022,error,1.51690010930179,med,73,cnf022,0.03827759,2.469782
26237,response,224,201,38,19 * 7 = 135,3.56666666666666,2.19761075160932,hard,low,cnf022,correct,1.81687656833674,low,74,cnf022,-21.3599,-14.8654
26595,response,227,201,39,19 * 8 = 152,46.7416666666667,1.81417288439116,hard,high,cnf022,correct,0.967257200827589,med,75,cnf022,4.098031,7.504647
26953,response,230,201,44,6 * 8 = 46,96.8833333333333,2.26406428802875,easy,low,cnf022,correct,1.35038525090204,high,76,cnf022,0.161956,13.76451
27311,response,233,201,54,8 * 8 = 66,97.9833333333333,2.76372688880656,easy,low,cnf022,correct,1.21685918522417,high,77,cnf022,-14.91163,-5.503579
27669,response,236,200,34,18 * 8 = 144,48.2083333333333,1.99708977129194,hard,high,cnf022,error,1.35018351697363,med,78,cnf022,10.27835,5.531369
28027,response,239,201,42,6 * 6 = 34,97.6166666666667,2.18054098053835,easy,low,cnf022,correct,1.51674872866715,high,79,cnf022,-3.002132,-0.8774661
28385,response,242,201,46,7 * 4 = 26,97.8916666666667,1.78075592822279,easy,low,cnf022,correct,1.46686431675334,high,80,cnf022,-2.087883,8.534726
28743,response,245,200,33,18 * 7 = 124,1.64166666666667,1.94719188907766,hard,low,cnf022,error,1.81693846761482,low,81,cnf022,0.3339482,-3.114406
29101,response,248,201,35,18 * 9 = 164,33.45,2.36411181895528,hard,low,cnf022,correct,1.68337904688087,med,82,cnf022,4.467684,-0.1334172
29459,response,251,201,41,6 * 4 = 26,99.45,1.73082693599281,easy,low,cnf022,correct,1.26691518322332,high,83,cnf022,11.39548,12.16618
29817,response,254,201,59,9 * 8 = 74,98.4416666666667,1.76369353372138,easy,low,cnf022,correct,1.80029172846116,high,84,cnf022,-12.05753,-10.5152
30175,response,257,201,57,9 * 6 = 56,95.875,2.71426037728088,easy,low,cnf022,correct,2.15030558363651,high,85,cnf022,-0.01169428,-0.4082595
30533,response,260,201,47,7 * 6 = 44,91.5666666666667,2.1969433297636,easy,low,cnf022,correct,1.18406442916603,high,86,cnf022,-5.173723,4.159513
30891,response,263,201,58,9 * 7 = 63,99.175,2.03107536703465,easy,high,cnf022,correct,1.2334882846917,high,87,cnf022,16.88866,3.823696
31249,response,266,201,53,8 * 7 = 56,96.975,2.01408609707141,easy,high,cnf022,correct,1.33377218752867,high,88,cnf022,4.138659,-3.997201
31607,response,269,201,43,6 * 7 = 42,96.8833333333333,1.98072751227301,easy,high,cnf022,correct,1.30020160565618,high,89,cnf022,-2.755972,-2.390973
31965,response,272,201,45,6 * 9 = 54,98.5333333333333,1.9139994380821,easy,high,cnf022,correct,1.73359636787791,high,90,cnf022,10.08394,7.459406
32323,response,275,201,61,16 * 4 = 66,97.8916666666667,2.29738663131138,hard,low,cnf022,correct,1.35026145234588,high,91,cnf022,1.483478,-4.053969
32681,response,278,201,50,7 * 9 = 63,99.3583333333333,1.73086093249731,easy,high,cnf022,correct,1.03359142877162,high,92,cnf022,-4.007239,-14.58063
33039,response,281,200,63,16 * 7 = 112,51.875,2.19701388853719,hard,high,cnf022,error,1.83348674522131,med,93,cnf022,-4.868379,7.314552
33397,response,284,200,37,19 * 6 = 114,46.2833333333333,2.33011211146368,hard,high,cnf022,error,1.93357404565904,med,94,cnf022,3.834602,8.295201
33755,response,287,201,51,8 * 4 = 34,96.3333333333333,2.19727848391631,easy,low,cnf022,correct,1.51689722281299,high,95,cnf022,-2.985703,-12.54798
34113,response,290,201,8,7 * 7 = 47,97.4333333333333,1.96363176274463,easy,low,cnf022,correct,1.41693532455247,high,96,cnf022,-5.495327,3.805197
34471,response,293,201,9,7 * 8 = 56,93.5833333333333,2.46386781390174,easy,high,cnf022,correct,1.56694712708122,high,97,cnf022,6.576771,1.814266
34829,response,296,201,10,7 * 9 = 65,95.5083333333333,2.09747341860202,easy,low,cnf022,correct,1.36682865250623,high,98,cnf022,0.3504777,8.083634
35187,response,299,201,22,16 * 6 = 96,98.8083333333333,2.31409687333507,hard,high,cnf022,correct,1.78358276927611,high,99,cnf022,0.1809547,-2.176606
35545,response,302,201,7,7 * 6 = 42,97.4333333333333,1.86426512396429,easy,high,cnf022,correct,1.33359931854648,high,100,cnf022,0.9468884,0.3782668
35903,response,305,201,5,6 * 9 = 56,100,2.09725308278576,easy,low,cnf022,correct,1.76700594747672,high,101,cnf022,-9.014969,-13.31517
36261,response,308,201,1,6 * 4 = 24,99.2666666666667,2.06415556542925,easy,high,cnf022,correct,1.28365525239496,high,102,cnf022,-4.627678,3.186432
36619,response,311,200,26,17 * 4 = 68,5.76666666666666,3.29732537345262,hard,high,cnf022,error,1.61685014085378,low,103,cnf022,0.0006677969,8.125307
36977,response,314,200,29,17 * 8 = 136,21.5333333333333,1.71357242920203,hard,high,cnf022,error,1.71738997960347,low,104,cnf022,5.29946,2.242709
37335,response,317,201,19,9 * 8 = 72,97.4333333333333,1.94753570272587,easy,high,cnf022,correct,1.30041937570786,high,105,cnf022,4.00954,2.925959
37693,response,320,201,28,17 * 7 = 117,90.4666666666667,3.16289807978319,hard,low,cnf022,correct,1.78409528257907,high,106,cnf022,-0.1195269,7.528469
38051,response,323,200,16,9 * 4 = 36,2.375,2.23035996520775,easy,high,cnf022,error,1.53363408477162,low,107,cnf022,-10.52927,-10.37545
38409,response,326,201,2,6 * 6 = 36,97.3416666666667,2.28096856668708,easy,high,cnf022,correct,1.23361849770299,high,108,cnf022,-3.437776,-0.3864656
38767,response,329,201,4,6 * 8 = 48,96.8833333333333,1.84742883825675,easy,high,cnf022,correct,1.71679279580712,high,109,cnf022,-8.645726,-5.849349
39125,response,332,201,30,17 * 9 = 155,73.7833333333333,2.28081397883943,hard,low,cnf022,correct,1.30019038039609,high,110,cnf022,-1.49326,1.701841
39483,response,335,201,6,7 * 4 = 28,86.25,2.18093803399825,easy,high,cnf022,correct,1.38354851622717,high,111,cnf022,-1.711188,0.589052
39841,response,338,200,27,17 * 6 = 102,12,2.46395248445333,hard,high,cnf022,error,1.516900430026,low,112,cnf022,-5.896309,-8.522538
40199,response,341,201,14,8 * 8 = 64,97.6166666666667,2.0811031415069,easy,high,cnf022,correct,1.40021385721047,high,113,cnf022,2.494239,-2.723113
40557,response,344,201,20,9 * 9 = 83,90.4666666666667,2.11474588577403,easy,low,cnf022,correct,1.26685200104839,high,114,cnf022,4.688185,7.441976
40915,response,347,201,11,8 * 4 = 32,98.35,1.68085208057892,easy,high,cnf022,correct,1.13251194369514,high,115,cnf022,1.22394,-3.818489
41273,response,350,201,3,6 * 7 = 44,98.625,2.04778143970179,easy,low,cnf022,correct,1.51678721525241,high,116,cnf022,0.104754,9.090951
41631,response,353,201,12,8 * 6 = 48,97.4333333333333,1.99677995411912,easy,high,cnf022,correct,1.18398328655167,high,117,cnf022,1.544904,-1.690228
41989,response,356,201,24,16 * 8 = 128,96.7,1.81391791062197,hard,high,cnf022,correct,1.43347590480698,high,118,cnf022,13.80909,12.22691
42347,response,359,201,21,16 * 4 = 64,93.0333333333333,1.94750844140071,hard,high,cnf022,correct,1.45014669810189,high,119,cnf022,2.402007,-10.06947
42705,response,362,201,15,8 * 9 = 74,86.7083333333333,2.6810474001104,easy,low,cnf022,correct,1.25002982711885,high,120,cnf022,-12.37194,-14.58914
43063,response,365,201,18,9 * 7 = 65,90.65,2.46416897157906,easy,low,cnf022,correct,1.35013989880099,high,121,cnf022,0.8234474,-0.3584853
43421,response,368,200,13,8 * 7 = 54,97.25,2.26420668844366,easy,low,cnf022,error,1.20032950947643,high,122,cnf022,-7.359456,0.4253639
43779,response,373,201,23,16 * 7 = 114,30.6083333333333,2.09723576379474,hard,low,cnf022,correct,1.33356468056445,low,123,cnf022,5.639438,6.569198
44137,response,376,200,32,18 * 6 = 108,28.4083333333333,2.49786014482379,hard,high,cnf022,error,1.23348058733973,low,124,cnf022,-6.572824,-0.3967935
44495,response,379,201,25,16 * 9 = 146,7.41666666666667,1.66407416627044,hard,low,cnf022,correct,1.08379239297938,low,125,cnf022,-3.208112,3.7158
44853,response,382,201,31,18 * 4 = 72,28.1333333333333,2.1976441066945,hard,high,cnf022,correct,1.58373273874167,low,126,cnf022,11.94991,15.2424
103,response,3,200,118,19 * 7 = 135,33.45,3.03018985444214,hard,low,cnf023,error,1.15020455635386,med,1,cnf023,-31.29971,-26.41348
461,response,6,201,101,16 * 4 = 64,66.8166666666667,2.33043026737869,hard,high,cnf023,correct,1.95015664049424,high,2,cnf023,9.941278,14.2145
819,response,9,200,109,17 * 8 = 136,34.0916666666667,2.59760234871646,hard,high,cnf023,error,1.26672788179712,med,3,cnf023,-0.03273476,-1.536737
1177,response,12,201,108,17 * 7 = 117,32.9916666666667,3.19756937853526,hard,low,cnf023,correct,1.78401478147134,low,4,cnf023,-4.99491,-21.90998
1535,response,18,201,112,18 * 6 = 108,35.375,2.28055708075408,hard,high,cnf023,correct,0.900259399728384,med,5,cnf023,-15.79493,4.655613
1893,response,21,201,106,17 * 4 = 68,68.375,1.99735019734362,hard,high,cnf023,correct,1.05012142524356,high,6,cnf023,25.28676,29.95878
2251,response,24,201,99,9 * 8 = 72,95.6,1.96422253211495,easy,high,cnf023,correct,1.00023348542163,high,7,cnf023,-10.85652,11.48527
2609,response,27,200,107,17 * 6 = 102,67.4583333333333,2.03069883974968,hard,high,cnf023,error,1.46691883949097,high,8,cnf023,-4.645606,8.466489
2967,response,36,201,127,7 * 6 = 44,66.45,2.81370110274293,easy,low,cnf023,correct,1.70028011832619,med,9,cnf023,-3.566923,-32.68509
3325,response,39,201,116,19 * 4 = 76,66.5416666666667,3.03064463776536,hard,high,cnf023,correct,1.73366147442721,med,10,cnf023,-9.185827,-4.046405
3683,response,42,201,111,18 * 4 = 72,76.075,1.53119852417149,hard,high,cnf023,correct,1.21662281331373,high,11,cnf023,-0.2411432,4.387141
4041,response,45,200,121,6 * 4 = 26,6.68333333333333,2.66505012236303,easy,low,cnf023,error,1.40042072272627,low,12,cnf023,38.87329,41.74905
4399,response,48,201,98,9 * 7 = 65,68.1,1.93109198042657,easy,low,cnf023,correct,1.30035651422804,high,13,cnf023,-10.78864,-30.75418
4757,response,51,201,128,7 * 7 = 49,98.075,1.84768862288911,easy,high,cnf023,correct,0.883662051695865,high,14,cnf023,2.827256,10.98796
5115,response,54,201,125,6 * 9 = 54,99.45,1.6453478676267,easy,high,cnf023,correct,0.852275905315764,high,15,cnf023,-4.344223,24.06178
5473,response,57,201,120,19 * 9 = 173,61.1333333333333,2.36367852392141,hard,low,cnf023,correct,1.08360669517424,med,16,cnf023,-3.436367,-28.83898
5831,response,60,201,122,6 * 6 = 34,98.8083333333333,1.89747168665053,easy,low,cnf023,correct,1.2501844149665,high,17,cnf023,2.413808,-7.417412
6189,response,66,201,123,6 * 7 = 42,94.5,1.79708258714527,easy,high,cnf023,correct,1.93354678433388,high,18,cnf023,-15.95169,-3.201474
6547,response,71,201,103,16 * 7 = 114,32.9916666666667,2.56380084721604,hard,low,cnf023,correct,1.91674481582595,low,19,cnf023,-14.64551,-50.91294
6905,response,74,201,117,19 * 6 = 114,34.1833333333333,2.24791113956599,hard,high,cnf023,correct,2.00020077178488,med,20,cnf023,3.192124,30.28109
7263,response,77,200,105,16 * 9 = 146,33.175,2.56498398957774,hard,low,cnf023,error,1.21685758163221,low,21,cnf023,18.08957,35.81534
7621,response,83,201,104,16 * 8 = 128,45.1833333333333,1.96440726780565,hard,high,cnf023,correct,1.51706880889833,med,22,cnf023,7.221872,-7.174967
7979,response,86,201,100,9 * 9 = 83,86.0666666666667,2.4300714439596,easy,low,cnf023,correct,1.16703218250768,high,23,cnf023,6.54364,-6.473525
8337,response,89,200,114,18 * 8 = 144,27.0333333333333,1.88020852045156,hard,high,cnf023,error,1.45023746235529,low,24,cnf023,-19.07247,-54.42038
8695,response,92,201,110,17 * 9 = 155,95.05,2.11334785987856,hard,low,cnf023,correct,2.23355242901016,high,25,cnf023,9.033028,0.322589
9053,response,98,201,51,8 * 4 = 34,63.15,2.48016657005064,easy,low,cnf023,correct,1.70019320276333,med,26,cnf023,14.82801,-23.37119
9411,response,103,201,43,6 * 7 = 42,97.8916666666667,1.61455858434783,easy,high,cnf023,correct,1.23378142435104,high,27,cnf023,24.64622,39.82541
9769,response,109,201,39,19 * 8 = 152,34.1833333333333,2.54723749571713,hard,high,cnf023,correct,1.38352478283923,med,28,cnf023,-8.336619,-12.08793
10127,response,112,200,38,19 * 7 = 135,67.4583333333333,1.5969111933955,hard,low,cnf023,error,1.38339713559253,high,29,cnf023,-2.299869,22.03907
10485,response,115,201,33,18 * 7 = 124,75.6166666666667,2.31389161146944,hard,low,cnf023,correct,1.38363992189988,high,30,cnf023,-5.007995,-24.17045
10843,response,118,201,56,9 * 4 = 34,67.55,2.1135730065289,easy,low,cnf023,correct,2.13353632879443,high,31,cnf023,-15.50343,-33.13976
11201,response,121,201,47,7 * 6 = 44,87.4416666666667,1.78070140554337,easy,low,cnf023,correct,1.46683288604254,high,32,cnf023,-3.704564,-24.47208
11559,response,124,201,64,16 * 8 = 126,66.0833333333333,2.23019190703053,hard,low,cnf023,correct,2.31686598452507,med,33,cnf023,-1.46448,-8.386361
11917,response,127,200,44,6 * 8 = 46,80.8416666666667,1.73062584351283,easy,low,cnf023,error,1.65020423562964,high,34,cnf023,10.6634,17.4576
12275,response,130,200,49,7 * 8 = 54,96.2416666666667,1.89765321521554,easy,low,cnf023,error,1.23345108097419,high,35,cnf023,14.21491,9.021722
12633,response,133,200,59,9 * 8 = 74,3.475,2.36412047845079,easy,low,cnf023,error,1.50024855934316,low,36,cnf023,-2.909796,-8.230589
12991,response,136,200,61,16 * 4 = 66,5.21666666666666,3.39813269407023,hard,low,cnf023,error,1.43384858343052,low,37,cnf023,3.556548,2.383891
13349,response,139,201,48,7 * 7 = 49,99.6333333333333,1.99856092175469,easy,high,cnf023,correct,0.749878446455114,high,38,cnf023,-9.247129,15.34152
13707,response,142,200,46,7 * 4 = 26,84.5083333333333,1.78108691301895,easy,low,cnf023,error,0.916911591135431,high,39,cnf023,15.96736,-2.967933
14065,response,145,200,58,9 * 7 = 63,82.5833333333333,1.73041929869214,easy,high,cnf023,error,1.56686438090401,high,40,cnf023,2.435121,20.02246
14423,response,148,201,45,6 * 9 = 54,99.175,1.68096433317987,easy,high,cnf023,correct,0.900163183221593,high,41,cnf023,31.56859,28.93044
14781,response,151,201,37,19 * 6 = 114,63.7,2.19739811314503,hard,high,cnf023,correct,1.50019884743961,med,42,cnf023,5.079284,4.73103
15139,response,154,201,36,19 * 4 = 76,61.0416666666667,2.0477532161749,hard,high,cnf023,correct,0.983498227025848,med,43,cnf023,16.25231,18.40091
15497,response,157,201,53,8 * 7 = 56,99.725,2.16464248509146,easy,high,cnf023,correct,0.916795169119723,high,44,cnf023,23.86868,23.10534
15855,response,160,201,40,19 * 9 = 173,91.75,1.51345780328847,hard,low,cnf023,correct,2.06703340122476,high,45,cnf023,0.8444151,-36.71057
16213,response,163,201,55,8 * 9 = 72,98.8083333333333,1.63112225651275,easy,high,cnf023,correct,0.966879069921561,high,46,cnf023,14.72378,6.113622
16571,response,168,201,50,7 * 9 = 63,99.725,1.89729208254721,easy,high,cnf023,correct,1.36691845458699,high,47,cnf023,15.76271,10.68341
16929,response,171,201,54,8 * 8 = 66,97.25,2.23110083228676,easy,low,cnf023,correct,1.0667562977178,high,48,cnf023,-16.36571,-45.08023
17287,response,174,200,57,9 * 6 = 56,1.825,2.88056804949883,easy,low,cnf023,error,1.7506013532402,low,49,cnf023,0.864095,7.897593
17645,response,179,201,42,6 * 6 = 34,77.0833333333333,1.43050730472896,easy,low,cnf023,correct,1.6000834517763,high,50,cnf023,-9.342414,-41.5837
18003,response,182,201,60,9 * 9 = 81,99.725,1.94775956647936,easy,high,cnf023,correct,0.900071456795558,high,51,cnf023,1.631337,11.54748
18361,response,185,200,62,16 * 6 = 94,98.1666666666667,1.83024713530904,hard,low,cnf023,error,1.26695655629737,high,52,cnf023,30.51175,28.18364
18719,response,188,200,35,18 * 9 = 164,65.075,1.68078761553625,hard,low,cnf023,error,1.43343838042347,med,53,cnf023,-42.31427,2.996778
19077,response,191,201,18,9 * 7 = 65,83.225,1.9301307774731,easy,low,cnf023,correct,1.60012386273593,high,54,cnf023,1.426831,-15.63458
19435,response,197,201,29,17 * 8 = 136,92.3916666666667,1.83107074868167,hard,high,cnf023,correct,1.2500596542377,high,55,cnf023,9.554762,-6.391718
19793,response,200,200,13,8 * 7 = 54,97.1583333333333,1.63184099388309,easy,low,cnf023,error,0.850217834173236,high,56,cnf023,7.999397,-4.392265
20151,response,203,201,8,7 * 7 = 47,96.425,1.84765783359762,easy,low,cnf023,correct,1.28360970993526,high,57,cnf023,-0.5476127,-7.534774
20509,response,206,201,12,8 * 6 = 48,91.3833333333333,1.56464113807306,easy,high,cnf023,correct,0.983288795745466,high,58,cnf023,14.83625,-18.28885
20867,response,209,201,20,9 * 9 = 83,95.325,1.68085689138388,easy,low,cnf023,correct,1.3833961734199,high,59,cnf023,6.064879,-12.92461
21225,response,212,201,31,18 * 4 = 72,68.7416666666667,2.2473441035836,hard,high,cnf023,correct,1.25019884743961,high,60,cnf023,26.98577,21.81977
21583,response,215,201,15,8 * 9 = 74,88.9083333333333,2.13025823229691,easy,low,cnf023,correct,1.78352600155631,high,61,cnf023,14.10912,2.010237
21941,response,218,200,24,16 * 8 = 128,38.4,2.41388333681971,hard,high,cnf023,error,1.75019916816382,med,62,cnf023,-6.856508,-33.01949
22299,response,221,200,22,16 * 6 = 96,92.575,1.88033680914668,hard,high,cnf023,error,1.86698740976863,high,63,cnf023,17.41982,9.631806
22657,response,224,201,30,17 * 9 = 155,87.9916666666667,1.96386492741294,hard,low,cnf023,correct,2.03339675074676,high,64,cnf023,8.845849,-9.802167
23015,response,227,201,16,9 * 4 = 36,99.725,1.78089897008613,easy,high,cnf023,correct,1.35026369738625,high,65,cnf023,23.56502,40.62317
23373,response,230,201,4,6 * 8 = 48,82.675,1.74785180605249,easy,high,cnf023,correct,1.15025875827996,high,66,cnf023,-38.21377,-35.2095
23731,response,233,201,6,7 * 4 = 28,97.4333333333333,2.43088511493988,easy,high,cnf023,correct,1.70004150137538,high,67,cnf023,30.94879,11.03142
24089,response,236,201,19,9 * 8 = 72,98.9916666666667,1.74815168086207,easy,high,cnf023,correct,0.899952789768577,high,68,cnf023,10.69358,14.68482
24447,response,239,201,23,16 * 7 = 114,75.6166666666667,1.81387172668474,hard,low,cnf023,correct,1.61744604172418,high,69,cnf023,-8.293395,-13.50473
24805,response,242,200,5,6 * 9 = 56,85.7916666666667,1.8144666654407,easy,low,cnf023,error,1.3668873445713,high,70,cnf023,-24.2282,-13.27749
25163,response,245,201,21,16 * 4 = 64,93.675,1.56425691349432,hard,high,cnf023,correct,1.61657913099043,high,71,cnf023,27.80299,35.08394
25521,response,248,201,28,17 * 7 = 117,77.6333333333333,2.26386736490531,hard,low,cnf023,correct,1.5168520010775,high,72,cnf023,4.966688,-18.37398
25879,response,251,201,27,17 * 6 = 102,46.7416666666667,1.96342521795304,hard,high,cnf023,correct,2.16688689554576,med,73,cnf023,-4.379018,-16.94733
26237,response,254,201,25,16 * 9 = 146,76.35,2.04675609245896,hard,low,cnf023,correct,2.40021706442349,high,74,cnf023,2.239771,-11.7629
26595,response,257,201,7,7 * 6 = 42,92.4833333333333,1.78085182397626,easy,high,cnf023,correct,1.15043098584283,high,75,cnf023,-6.89813,31.81523
26953,response,260,201,14,8 * 8 = 64,98.7166666666667,1.76479874068173,easy,high,cnf023,correct,0.783199827594217,high,76,cnf023,-0.7998002,15.27522
27311,response,263,201,3,6 * 7 = 44,100,1.59801575902384,easy,low,cnf023,correct,1.13349720073165,high,77,cnf023,3.817642,-20.23652
27669,response,266,201,17,9 * 6 = 54,99.5416666666667,1.64781999046681,easy,high,cnf023,correct,1.01685809477931,high,78,cnf023,7.23056,24.22388
28027,response,269,201,11,8 * 4 = 32,88.0833333333333,1.7978468669462,easy,high,cnf023,correct,1.08349732903298,high,79,cnf023,16.3229,3.582993
28385,response,272,201,2,6 * 6 = 36,98.35,1.66470213932917,easy,high,cnf023,correct,0.88339296617778,high,80,cnf023,7.362671,-5.760293
28743,response,275,201,1,6 * 4 = 24,99.3583333333333,1.58143797499361,easy,high,cnf023,correct,1.11688189231791,high,81,cnf023,39.65746,10.73556
29101,response,278,201,9,7 * 8 = 56,98.35,1.41539810539689,easy,high,cnf023,correct,0.766991194279399,high,82,cnf023,-3.166765,-12.36458
29459,response,281,201,10,7 * 9 = 65,91.2916666666667,1.93087902123807,easy,low,cnf023,correct,1.76654154242715,high,83,cnf023,-4.272262,-26.47416
29817,response,286,201,84,6 * 8 = 48,87.35,2.01420027401764,easy,high,cnf023,correct,0.766801327001303,high,84,cnf023,35.1222,45.99437
30175,response,289,200,69,17 * 8 = 134,42.0666666666667,2.41424382803962,hard,low,cnf023,error,1.15027992590331,med,85,cnf023,16.86047,2.768552
30533,response,292,201,89,7 * 8 = 56,95.875,1.46446499769809,easy,high,cnf023,correct,0.95021148386877,high,86,cnf023,40.2738,23.15018
30891,response,295,201,81,6 * 4 = 24,97.4333333333333,1.91429001197685,easy,high,cnf023,correct,1.08367308450397,high,87,cnf023,-27.80744,-38.25093
31249,response,298,201,82,6 * 6 = 36,98.5333333333333,1.86479239043547,easy,high,cnf023,correct,0.716896388912573,high,88,cnf023,-9.664418,19.84021
31607,response,301,201,77,19 * 6 = 116,80.2,1.91370309126796,hard,low,cnf023,correct,1.86699222057359,high,89,cnf023,-2.876935,-23.69873
31965,response,304,200,74,18 * 8 = 146,95.5083333333333,1.63094072806416,hard,low,cnf023,error,1.35013188078301,high,90,cnf023,5.466803,3.733367
32323,response,307,201,66,17 * 4 = 66,67.1833333333333,2.33020896941889,hard,low,cnf023,correct,1.46756701800041,high,91,cnf023,-5.856417,-19.69229
32681,response,310,200,72,18 * 6 = 106,37.575,2.6808799833525,hard,low,cnf023,error,1.25029442249797,med,92,cnf023,48.19193,35.5188
33039,response,313,201,65,16 * 9 = 144,33.725,2.0969990711892,hard,high,cnf023,correct,1.93329950788757,med,93,cnf023,-27.85253,-42.80947
33397,response,316,200,76,19 * 4 = 74,33.45,1.86480682290858,hard,low,cnf023,error,1.4333630107576,med,94,cnf023,1.839588,-6.148427
33755,response,319,201,80,19 * 9 = 171,96.8833333333333,1.84738938952796,hard,high,cnf023,correct,1.166853861243,high,95,cnf023,38.96766,38.3595
34113,response,322,200,68,17 * 7 = 119,33.8166666666667,2.29679810698144,hard,high,cnf023,error,1.95022559561767,med,96,cnf023,10.27982,-21.63515
