latency,type,urevent,urtype,ID,ProblemItem,confidence,confidence_rt,difficulty,fluency,participant,response,response_time,confidence_level,epoch,Subject,ERN_FzCz,Pe_PzCz
15497,response,138,201,20,9 * 9 = 83,71.4,2.99741402093787,easy,low,cnf049,correct,1.5668101789197,high,44,cnf049,2.829368,0.8212957
15855,response,141,200,27,17 * 6 = 102,33.9083333333333,1.74752659420483,hard,high,cnf049,error,2.13403954112437,med,45,cnf049,-5.358785,-6.135159
16213,response,144,201,4,6 * 8 = 48,79.1916666666667,1.79780966322869,easy,high,cnf049,correct,1.25064914079849,high,46,cnf049,15.21509,-5.56519
16571,response,147,201,10,7 * 9 = 65,97.25,1.74766642891336,easy,low,cnf049,correct,1.30028338974807,high,47,cnf049,14.97387,8.946548
16929,response,150,201,28,17 * 7 = 117,10.2583333333333,2.39620259089861,hard,low,cnf049,correct,2.0504119991092,low,48,cnf049,-6.123918,4.856047
17287,response,153,201,26,17 * 4 = 68,35.1,2.43032994575333,hard,high,cnf049,correct,1.55016696767416,med,49,cnf049,-2.206109,-5.663181
17645,response,156,201,6,7 * 4 = 28,81.6666666666667,1.74719176080544,easy,high,cnf049,correct,1.60014503041748,high,50,cnf049,9.301918,15.85398
18003,response,159,201,9,7 * 8 = 56,88.5416666666667,1.86414998490363,easy,high,cnf049,correct,1.51679427106865,high,51,cnf049,-16.25163,-21.07057
18361,response,162,201,30,17 * 9 = 155,35.925,2.49730625841767,hard,low,cnf049,correct,1.35032046504784,med,52,cnf049,-6.77837,2.13396
18719,response,165,201,12,8 * 6 = 48,72.1333333333333,1.91425986413378,easy,high,cnf049,correct,1.65017344627995,high,53,cnf049,6.231634,8.581415
19077,response,168,201,15,8 * 9 = 74,32.9916666666667,2.5307819066802,easy,low,cnf049,correct,1.43347430124413,low,54,cnf049,7.892151,6.698204
19435,response,171,200,23,16 * 7 = 114,33.3583333333333,2.1135701200692,hard,low,cnf049,error,2.0003345127916,med,55,cnf049,-9.84185,-1.796552
19793,response,174,201,3,6 * 7 = 44,75.6166666666667,2.14810831926297,easy,low,cnf049,correct,1.30072534421925,high,56,cnf049,-12.64771,-20.7094
20151,response,177,201,25,16 * 9 = 146,34.1833333333333,2.63132687704638,hard,low,cnf049,correct,1.31670786871109,med,57,cnf049,-6.20999,-12.7607
20509,response,180,201,29,17 * 8 = 136,26.85,1.71426743303891,hard,high,cnf049,correct,2.13315114204306,low,58,cnf049,-5.390783,-5.024364
20867,response,185,201,5,6 * 9 = 56,76.1666666666667,1.69688463769853,easy,low,cnf049,correct,0.950297437258996,high,59,cnf049,0.8499877,14.04599
21225,response,188,201,14,8 * 8 = 64,98.9,1.74774500576314,easy,high,cnf049,correct,0.900230214116164,high,60,cnf049,2.370924,10.90801
21583,response,191,201,89,7 * 8 = 56,92.9416666666667,1.93089249148034,easy,high,cnf049,correct,1.38346320425626,high,61,cnf049,-7.226267,-11.19032
21941,response,194,200,72,18 * 6 = 106,65.7166666666667,2.18081391463056,hard,low,cnf049,error,1.50011994992383,med,62,cnf049,-7.844331,-4.368936
22299,response,197,201,92,8 * 6 = 48,70.9416666666667,1.88072680670302,easy,high,cnf049,correct,1.11699093773495,high,63,cnf049,18.7509,5.767629
22657,response,200,201,83,6 * 7 = 44,71.0333333333333,1.59700997569598,easy,low,cnf049,correct,1.01696970581543,high,64,cnf049,9.654784,10.90953
23015,response,203,200,77,19 * 6 = 116,31.525,1.63041346159298,hard,low,cnf049,error,1.68350284546614,low,65,cnf049,9.922174,13.9094
23373,response,206,201,80,19 * 9 = 171,62.2333333333333,3.31408115790691,hard,high,cnf049,correct,1.83352266612928,med,66,cnf049,-1.121517,15.66588
23731,response,211,201,78,19 * 7 = 133,33.6333333333333,1.84747438074555,hard,high,cnf049,correct,1.5001699825516,med,67,cnf049,11.72761,8.25348
24089,response,214,201,90,7 * 9 = 65,70.7583333333333,2.06440316257067,easy,low,cnf049,correct,0.90029564127326,high,68,cnf049,8.313169,12.46215
24447,response,220,201,85,6 * 9 = 56,97.1583333333333,1.69785578292795,easy,low,cnf049,correct,1.16732019057963,high,69,cnf049,-2.250927,6.612424
24805,response,223,201,96,9 * 4 = 36,66.175,1.63086792419199,easy,high,cnf049,correct,1.68356827273965,med,70,cnf049,-12.60715,-10.69092
25163,response,226,201,70,17 * 9 = 153,16.4916666666667,1.8812710713828,hard,high,cnf049,correct,1.55018941825256,low,71,cnf049,-1.734727,11.74478
25521,response,229,201,65,16 * 9 = 144,49.125,3.08039851603098,hard,high,cnf049,correct,1.59991571435239,med,72,cnf049,-12.2322,-8.862942
25879,response,232,201,84,6 * 8 = 48,92.9416666666667,1.96407051000278,easy,high,cnf049,correct,1.1501747291768,high,73,cnf049,3.11549,-13.84631
26237,response,235,200,93,8 * 7 = 54,61.4083333333333,2.88076433120295,easy,low,cnf049,error,1.01701845566276,med,74,cnf049,0.8666341,-1.018519
26595,response,238,201,75,18 * 9 = 162,62.9666666666667,1.89700439514127,hard,high,cnf049,correct,2.0836256176699,med,75,cnf049,2.610316,4.447941
26953,response,241,201,66,17 * 4 = 66,33.175,2.03006316942628,hard,low,cnf049,correct,2.18370650371071,low,76,cnf049,-0.04810587,-9.543241
27311,response,244,201,81,6 * 4 = 24,99.6333333333333,1.73099114547949,easy,high,cnf049,correct,1.05032219702844,high,77,cnf049,16.94631,18.47769
27669,response,247,201,82,6 * 6 = 36,98.075,1.81428866495844,easy,high,cnf049,correct,0.750317193800583,high,78,cnf049,13.7963,11.50856
28027,response,250,200,67,17 * 6 = 104,31.25,1.83078370266594,hard,low,cnf049,error,1.46703429927584,low,79,cnf049,-4.479339,2.727005
28385,response,253,201,91,8 * 4 = 32,96.425,1.94798792037182,easy,high,cnf049,correct,1.41723070922308,high,80,cnf049,22.42208,13.14816
28743,response,256,201,68,17 * 7 = 119,32.2583333333333,2.13102892658208,hard,high,cnf049,correct,1.76597418566234,low,81,cnf049,-7.382864,-6.379452
29101,response,259,201,86,7 * 4 = 28,97.8,1.69778137560934,easy,high,cnf049,correct,1.18354101129808,high,82,cnf049,-2.594439,-3.316893
29459,response,262,200,73,18 * 7 = 126,97.3416666666667,2.69673101208173,hard,high,cnf049,error,1.83318141812924,high,83,cnf049,1.744232,5.124611
29817,response,265,200,76,19 * 4 = 74,28.9583333333333,3.29665987589397,hard,low,cnf049,error,1.83368463045917,low,84,cnf049,6.346,5.71325
30175,response,268,201,87,7 * 6 = 42,99.3583333333333,1.63087947026361,easy,high,cnf049,correct,1.26697772392072,high,85,cnf049,9.412347,-5.098641
30533,response,271,201,71,18 * 4 = 74,77.45,1.79719259473495,hard,low,cnf049,correct,1.86683185969014,high,86,cnf049,2.367844,-0.09413812
30891,response,274,201,94,8 * 8 = 64,97.4333333333333,1.64774558297358,easy,high,cnf049,correct,0.933597458293661,high,87,cnf049,16.0935,12.18069
31249,response,277,201,74,18 * 8 = 146,52.7,2.53067318210378,hard,low,cnf049,correct,1.73362908151466,med,88,cnf049,-0.4742572,12.2218
31607,response,280,201,88,7 * 7 = 47,96.3333333333333,1.7304321276024,easy,low,cnf049,correct,1.43372189835645,high,89,cnf049,-8.349138,6.728436
31965,response,283,201,69,17 * 8 = 134,33.2666666666667,1.71394959802274,hard,low,cnf049,correct,1.43353459693026,low,90,cnf049,4.767112,10.81546
32323,response,286,201,110,17 * 9 = 155,65.1666666666667,1.81368442520034,hard,low,cnf049,correct,1.1835159950424,med,91,cnf049,5.314115,1.048819
32681,response,289,201,99,9 * 8 = 72,90.8333333333333,2.23099595634267,easy,high,cnf049,correct,1.3667766955914,high,92,cnf049,-1.663114,-0.6750802
33039,response,292,201,124,6 * 8 = 46,95.6,1.46401598723605,easy,low,cnf049,correct,1.1337252339581,high,93,cnf049,2.368015,-0.1458722
33397,response,295,201,106,17 * 4 = 68,80.9333333333333,1.96412054263055,hard,high,cnf049,correct,1.70018775050994,high,94,cnf049,-13.46215,-7.291422
33755,response,298,201,100,9 * 9 = 83,92.575,1.81413086981047,easy,low,cnf049,correct,1.48341548093595,high,95,cnf049,-1.052452,-5.363092
34113,response,301,201,113,18 * 7 = 124,65.7166666666667,2.03072000737302,hard,low,cnf049,correct,1.46689542685635,med,96,cnf049,-2.252476,-7.550268
34471,response,304,201,111,18 * 4 = 72,65.5333333333333,2.36392515886109,hard,high,cnf049,correct,1.68352657882497,med,97,cnf049,7.457879,20.9094
34829,response,307,201,122,6 * 6 = 34,98.7166666666667,2.06509271427058,easy,low,cnf049,correct,1.00043361575808,high,98,cnf049,-6.574615,-0.9041359
35187,response,310,201,127,7 * 6 = 44,99.9083333333333,1.66461041290313,easy,low,cnf049,correct,0.9336237575626,high,99,cnf049,26.39466,22.58311
35545,response,313,201,102,16 * 6 = 96,97.9833333333333,2.21452016185503,hard,high,cnf049,correct,1.31696989829652,high,100,cnf049,-2.08497,-8.279273
35903,response,316,201,105,16 * 9 = 146,41.5166666666667,2.41407705284655,hard,low,cnf049,correct,1.50031975959428,med,101,cnf049,-8.319316,-0.53689
36261,response,319,201,128,7 * 7 = 49,99.2666666666667,1.730795184616,easy,high,cnf049,correct,0.733560767839663,high,102,cnf049,9.461228,13.61513
36619,response,322,201,123,6 * 7 = 42,99.0833333333333,1.88053020427469,easy,high,cnf049,correct,0.91729838156607,high,103,cnf049,10.03078,8.316373
36977,response,325,201,115,18 * 9 = 164,38.4916666666667,2.16372361744288,hard,low,cnf049,correct,1.56700293265749,med,104,cnf049,7.849271,19.47053
37335,response,328,200,125,6 * 9 = 54,89.6416666666667,2.11426191672217,easy,high,cnf049,error,1.20010243856814,high,105,cnf049,4.658452,-5.783514
37693,response,331,201,119,19 * 8 = 152,44.9083333333333,2.53021679504309,hard,high,cnf049,correct,2.4337090695044,med,106,cnf049,-2.064146,-5.191814
38051,response,334,201,120,19 * 9 = 173,66.8166666666667,1.53045028040651,hard,low,cnf049,correct,1.20001167431474,high,107,cnf049,1.577001,-0.119292
38409,response,337,200,109,17 * 8 = 136,52.7,1.98020666022785,hard,high,cnf049,error,1.88370214181487,med,108,cnf049,0.9318653,-0.10487
38767,response,340,201,117,19 * 6 = 114,37.3916666666667,1.94694429181982,hard,high,cnf049,correct,1.83362401404884,med,109,cnf049,-2.207609,-0.301273
39125,response,343,201,126,7 * 4 = 26,95.325,2.01493408519309,easy,low,cnf049,correct,1.20026312000118,high,110,cnf049,11.04581,11.50391
39483,response,346,201,101,16 * 4 = 64,91.9333333333333,1.61451721121557,hard,high,cnf049,correct,1.63262868637685,high,111,cnf049,-6.294109,-7.412969
39841,response,349,200,118,19 * 7 = 135,77.2666666666667,2.34793557866942,hard,low,cnf049,error,1.44987312250305,high,112,cnf049,0.6618798,-5.024641
40199,response,352,201,103,16 * 7 = 114,80.6583333333333,1.51368872297462,hard,low,cnf049,correct,1.66701935371384,high,113,cnf049,9.654802,21.75612
40557,response,355,200,97,9 * 6 = 54,30.5166666666667,3.41338461462874,easy,high,cnf049,error,2.0335369061213,low,114,cnf049,5.358787,-5.51575
40915,response,358,201,98,9 * 7 = 65,84.6,1.56413311487995,easy,low,cnf049,correct,1.08351464802399,high,115,cnf049,12.85913,7.31143
41273,response,361,200,116,19 * 4 = 76,66.6333333333333,2.66403503820766,hard,high,cnf049,error,1.46684346988332,med,116,cnf049,10.45592,7.611331
41631,response,364,201,104,16 * 8 = 128,67.1833333333333,2.43023437063675,hard,high,cnf049,correct,2.16706489620265,high,117,cnf049,8.672313,-5.930202
41989,response,367,201,121,6 * 4 = 26,88.9083333333333,1.76267941179685,easy,low,cnf049,correct,1.60080635850318,high,118,cnf049,-8.139173,2.671018
42347,response,370,200,114,18 * 8 = 144,67.55,2.71341944497544,hard,high,cnf049,error,2.21698875678703,high,119,cnf049,7.067944,4.249094
42705,response,373,201,112,18 * 6 = 108,68.1916666666667,2.06358660513069,hard,high,cnf049,correct,1.95020346587989,high,120,cnf049,-2.160725,5.331892
43063,response,376,201,108,17 * 7 = 117,86.8,1.7812982685864,hard,low,cnf049,correct,1.21716996456962,high,121,cnf049,-4.673507,7.164225
43421,response,379,201,107,17 * 6 = 102,65.075,1.54810953792185,hard,high,cnf049,correct,1.31677137152292,med,122,cnf049,-4.519374,-4.098566
103,response,6,200,93,8 * 7 = 54,56.0916666666667,2.2973988186568,easy,low,cnf050,error,1.63372972398065,med,1,cnf050,2.500693,-4.194409
461,response,9,200,70,17 * 9 = 153,65.075,1.88029607757926,hard,high,cnf050,error,1.98334556352347,med,2,cnf050,4.20882,-3.149718
819,response,12,201,76,19 * 4 = 74,90.5583333333333,2.76348538533784,hard,low,cnf050,correct,1.83361246809363,high,3,cnf050,-17.96624,-15.05019
1177,response,15,201,88,7 * 7 = 47,71.2166666666667,3.26431701681577,easy,low,cnf050,correct,1.25013662735,high,4,cnf050,0.8566564,-2.303739
1535,response,18,200,71,18 * 4 = 74,38.4916666666667,2.88040031213313,hard,low,cnf050,error,2.01691293809563,med,5,cnf050,7.444163,5.174342
1893,response,21,201,96,9 * 4 = 36,91.0166666666667,2.71391463908367,easy,high,cnf050,correct,1.58353260834701,high,6,cnf050,0.1670975,-17.22456
2251,response,24,201,91,8 * 4 = 32,64.8,2.58103129989468,easy,high,cnf050,correct,1.2668292298913,med,7,cnf050,3.35633,-24.1429
2609,response,27,201,87,7 * 6 = 42,44.725,2.93094508978538,easy,high,cnf050,correct,1.38343081134371,med,8,cnf050,-15.93711,-11.53216
2967,response,30,201,81,6 * 4 = 24,83.225,2.34760363167152,easy,high,cnf050,correct,1.81734321848489,high,9,cnf050,9.364254,2.73826
3325,response,33,200,78,19 * 7 = 133,60.3083333333333,2.53058370063081,hard,high,cnf050,error,1.46706316433847,med,10,cnf050,1.993178,-6.158607
3683,response,36,200,85,6 * 9 = 56,83.6833333333333,2.14720452553593,easy,low,cnf050,error,1.21684988425113,high,11,cnf050,1.97079,-0.03989904
4041,response,39,201,82,6 * 6 = 36,98.625,2.04736899165437,easy,high,cnf050,correct,1.01697066798806,high,12,cnf050,2.670932,-3.07639
4399,response,42,201,83,6 * 7 = 44,81.575,2.89747842168435,easy,low,cnf050,correct,1.31679093581624,high,13,cnf050,-8.349054,-18.2243
4757,response,45,201,69,17 * 8 = 134,38.5833333333333,2.89643222745508,hard,low,cnf050,correct,2.43361253221519,med,14,cnf050,-5.484877,-5.914446
5115,response,48,200,68,17 * 7 = 119,60.7666666666667,3.14725584094413,hard,high,cnf050,error,1.51684751105495,med,15,cnf050,-10.54538,-10.50152
5473,response,51,201,90,7 * 9 = 65,86.1583333333333,2.23072366369888,easy,low,cnf050,correct,1.81669792626053,high,16,cnf050,-13.80198,4.315072
5831,response,54,201,79,19 * 8 = 154,45.3666666666667,2.54789176792838,hard,low,cnf050,correct,1.78347019595094,med,17,cnf050,14.97375,5.465706
6189,response,57,201,86,7 * 4 = 28,83.225,2.36499636946246,easy,high,cnf050,correct,1.8169949145522,high,18,cnf050,-2.516313,-12.32598
6547,response,60,200,80,19 * 9 = 171,32.9916666666667,2.69655269081704,hard,high,cnf050,error,2.05035715573467,low,19,cnf050,-9.229307,-9.613412
6905,response,63,201,72,18 * 6 = 106,1.64166666666667,2.33007009699941,hard,low,cnf050,correct,1.98353126132861,low,20,cnf050,-17.05408,-23.71694
7263,response,66,201,94,8 * 8 = 64,64.8916666666667,2.69756392622367,easy,high,cnf050,correct,1.38363222451881,med,21,cnf050,-11.67285,-23.49722
7621,response,69,201,89,7 * 8 = 56,73.6916666666667,3.39713749475777,easy,high,cnf050,correct,2.05033470503986,high,22,cnf050,4.408456,7.645059
7979,response,72,201,77,19 * 6 = 116,75.9833333333333,2.19680285360664,hard,low,cnf050,correct,2.30030199163593,high,23,cnf050,0.6143935,0.7794069
8337,response,75,200,84,6 * 8 = 48,40.875,2.39681164151989,easy,high,cnf050,error,2.28346987511031,med,24,cnf050,5.317189,-2.350358
8695,response,78,200,67,17 * 6 = 104,23,2.26355145405978,hard,low,cnf050,error,2.41676630428992,low,25,cnf050,-2.072466,-10.60138
9053,response,81,201,73,18 * 7 = 126,1.45833333333333,3.16475634137169,hard,high,cnf050,correct,1.91688016033731,low,26,cnf050,-19.25499,-16.01106
9411,response,86,201,95,8 * 9 = 74,65.7166666666667,2.41397121478803,easy,low,cnf050,correct,1.80028884182684,med,27,cnf050,19.76121,-5.256468
9769,response,89,201,66,17 * 4 = 66,69.9333333333333,2.94687597826123,hard,low,cnf050,correct,1.53354652761482,high,28,cnf050,-6.001335,-3.889453
10127,response,92,201,92,8 * 6 = 48,57.7416666666667,2.16384901967831,easy,high,cnf050,correct,1.08358584833331,med,29,cnf050,-0.106814,-13.6248
10485,response,95,200,75,18 * 9 = 162,70.575,2.48079710896127,hard,high,cnf050,error,1.16692089196295,high,30,cnf050,15.16361,0.724848
10843,response,98,201,59,9 * 8 = 74,50.225,3.21276741777547,easy,low,cnf050,correct,1.81663410272449,med,31,cnf050,1.32699,-0.7988215
11201,response,101,200,53,8 * 7 = 56,36.8416666666667,3.7464217080269,easy,high,cnf050,error,2.43358976091258,med,32,cnf050,0.3971453,4.1574
11559,response,104,201,48,7 * 7 = 49,76.075,2.23132277163677,easy,high,cnf050,correct,0.966861750930548,high,33,cnf050,-0.8968125,-1.036622
11917,response,107,201,47,7 * 6 = 44,NA,NA,easy,low,cnf050,correct,1.91683108988218,,34,cnf050,0.5658432,5.656134
12275,response,110,200,36,19 * 4 = 76,34.6416666666667,4.33030358236283,hard,high,cnf050,error,2.20007164939307,med,35,cnf050,-1.384889,0.9947584
12633,response,115,201,40,19 * 9 = 173,37.025,3.48144689109176,hard,low,cnf050,correct,1.80011725588702,med,36,cnf050,-2.261178,11.93684
12991,response,118,200,39,19 * 8 = 152,62.2333333333333,2.41404562210664,hard,high,cnf050,error,1.46710998960771,med,37,cnf050,-4.090445,-6.957591
13349,response,121,200,35,18 * 9 = 164,55.3583333333333,2.7140082900878,hard,low,cnf050,error,1.76707009179518,med,38,cnf050,2.598013,10.72041
13707,response,124,200,51,8 * 4 = 34,1,2.097055838909,easy,low,cnf050,error,2.03350804117508,low,39,cnf050,-4.328949,9.047113
14065,response,127,201,58,9 * 7 = 63,82.95,2.48038434004411,easy,high,cnf050,correct,1.81692916667089,high,40,cnf050,-17.35366,-23.20071
14423,response,130,200,64,16 * 8 = 126,54.9916666666667,2.29717559623532,hard,low,cnf050,error,1.73356654075906,med,41,cnf050,-5.634809,-26.13387
14781,response,133,201,38,19 * 7 = 135,55.175,3.14750664518215,hard,low,cnf050,correct,1.46692942315713,med,42,cnf050,-0.7529803,-7.117153
15139,response,136,201,56,9 * 4 = 34,83.5,1.79688855051063,easy,low,cnf050,correct,2.13342054816894,high,43,cnf050,9.610697,7.108009
15497,response,139,201,57,9 * 6 = 56,78.7333333333333,1.74725686735474,easy,low,cnf050,correct,1.51683468208648,high,44,cnf050,13.72839,-4.696572
15855,response,142,201,42,6 * 6 = 34,87.4416666666667,1.83065124461427,easy,low,cnf050,correct,1.50021873204969,high,45,cnf050,-1.202598,15.15888
16213,response,147,200,49,7 * 8 = 54,45.825,2.68195440107957,easy,low,cnf050,error,1.03250161628239,med,46,cnf050,2.915955,2.10042
16571,response,150,201,41,6 * 4 = 26,94.5,1.96406794432551,easy,low,cnf050,correct,1.6670690656174,high,47,cnf050,15.70939,-0.5700881
16929,response,153,201,60,9 * 9 = 81,88.3583333333333,2.83089114446193,easy,high,cnf050,correct,0.850078320363536,high,48,cnf050,12.05651,6.191445
17287,response,156,201,55,8 * 9 = 72,95.325,2.26330449827947,easy,high,cnf050,correct,1.61690658796579,high,49,cnf050,-7.938436,-24.68776
17645,response,159,201,45,6 * 9 = 54,65.9,2.86431323224679,easy,high,cnf050,correct,1.3167704094667,med,50,cnf050,-6.088076,-16.23139
18003,response,162,201,50,7 * 9 = 63,86.525,1.91400072118267,easy,high,cnf050,correct,1.83342516655102,high,51,cnf050,1.76842,6.510228
18361,response,165,201,34,18 * 8 = 144,35.4666666666667,2.08056497061625,hard,high,cnf050,correct,1.83353517414071,med,52,cnf050,4.912708,-13.2947
18719,response,168,200,52,8 * 6 = 46,28.5,1.81362701626495,easy,low,cnf050,error,1.86674045398831,low,53,cnf050,6.490251,4.778835
19077,response,171,201,44,6 * 8 = 46,60.0333333333333,1.78030210710131,easy,low,cnf050,correct,1.86702076485381,med,54,cnf050,-5.556571,-4.07591
19435,response,174,200,63,16 * 7 = 112,23.0916666666667,2.39671959448606,hard,high,cnf050,error,1.75022354302928,low,55,cnf050,-10.93512,-2.106019
19793,response,177,201,61,16 * 4 = 66,69.475,2.49755417648703,hard,low,cnf050,correct,1.7506664597895,high,56,cnf050,-3.92368,-12.02596
20151,response,180,200,54,8 * 8 = 66,66.9083333333333,2.51428494462743,easy,low,cnf050,error,1.3838079799898,high,57,cnf050,-22.89571,-27.25897
20509,response,185,200,46,7 * 4 = 26,68.0083333333333,2.06397531973198,easy,low,cnf050,error,1.33357975445688,high,58,cnf050,4.621475,-4.661973
20867,response,188,201,43,6 * 7 = 42,6.40833333333333,1.64784789318219,easy,high,cnf050,correct,1.13352831080556,low,59,cnf050,1.754642,-3.801309
21225,response,191,200,105,16 * 9 = 146,25.5666666666667,1.82997003174387,hard,low,cnf050,error,1.63354562968016,low,60,cnf050,9.828127,9.546314
21583,response,194,201,123,6 * 7 = 42,37.4833333333333,1.93090692395344,easy,high,cnf050,correct,1.33344729640521,med,61,cnf050,9.545589,-0.4896833
21941,response,197,200,106,17 * 4 = 68,23.55,2.19712293404154,hard,high,cnf050,error,1.71688259788789,low,62,cnf050,14.48491,11.67049
22299,response,200,200,98,9 * 7 = 65,2.00833333333333,2.13063091086224,easy,low,cnf050,error,1.63346705283038,low,63,cnf050,-15.42775,5.811653
22657,response,203,201,127,7 * 6 = 44,25.5666666666667,2.49735885672271,easy,low,cnf050,correct,1.55013714055531,low,64,cnf050,2.681861,-2.680165
23015,response,206,201,102,16 * 6 = 96,60.0333333333333,2.11381771718152,hard,high,cnf050,correct,2.01688984618522,med,65,cnf050,-8.383709,-10.61362
23373,response,209,200,119,19 * 8 = 152,31.3416666666667,2.76353990798816,hard,high,cnf050,error,2.43405641103163,low,66,cnf050,-4.892561,-13.89614
23731,response,212,201,97,9 * 6 = 54,78.7333333333333,1.8476260821335,easy,high,cnf050,correct,1.25050481595099,high,67,cnf050,-24.13614,-13.29708
24089,response,215,201,120,19 * 9 = 173,62.9666666666667,2.96369269979186,hard,low,cnf050,correct,1.58298128773458,med,68,cnf050,-3.446817,-20.46043
24447,response,218,201,112,18 * 6 = 108,43.2583333333333,1.96383510041051,hard,high,cnf050,correct,1.70025285705924,med,69,cnf050,-7.104948,4.844643
24805,response,221,201,99,9 * 8 = 72,61.5,1.99751665187068,easy,high,cnf050,correct,1.13339424901642,med,70,cnf050,12.02874,5.78412
25163,response,224,200,115,18 * 9 = 164,56.3666666666667,1.8306599042844,hard,low,cnf050,error,1.41681280895136,med,71,cnf050,6.527694,4.043678
25521,response,227,200,114,18 * 8 = 144,35.1,1.81392528745346,hard,high,cnf050,error,1.30034625111148,med,72,cnf050,7.424635,-4.364962
25879,response,230,200,101,16 * 4 = 64,8.425,2.98029453796335,hard,high,cnf050,error,1.85026337672025,low,73,cnf050,-4.753185,-6.605203
26237,response,233,201,111,18 * 4 = 72,67.1833333333333,2.9640195153188,hard,high,cnf050,correct,1.41686155856587,high,74,cnf050,2.807919,-8.739608
26595,response,236,201,126,7 * 4 = 26,75.8,1.88017259957269,easy,low,cnf050,correct,2.21688740886748,high,75,cnf050,-7.793199,-9.421947
26953,response,239,201,110,17 * 9 = 155,73.5083333333333,2.34823032165878,hard,low,cnf050,correct,1.58369393157773,high,76,cnf050,-12.40224,-13.39722
27311,response,242,200,124,6 * 8 = 46,50.225,1.83037029253319,easy,low,cnf050,error,1.8170436641667,med,77,cnf050,2.118718,2.304409
27669,response,245,200,100,9 * 9 = 83,2.00833333333333,3.03063854412176,easy,low,cnf050,error,1.76669131941162,low,78,cnf050,-18.30818,5.043674
28027,response,248,201,122,6 * 6 = 34,78.55,2.51398827694356,easy,low,cnf050,correct,1.43356185825542,high,79,cnf050,-8.048079,-18.55676
28385,response,251,201,128,7 * 7 = 49,73.1416666666667,2.06426845956594,easy,high,cnf050,correct,1.35018479987048,high,80,cnf050,4.235462,5.866495
28743,response,254,200,117,19 * 6 = 114,39.5,2.63087209360674,hard,high,cnf050,error,1.46682390593924,med,81,cnf050,17.22413,12.46286
29101,response,257,200,116,19 * 4 = 76,31.4333333333333,2.39730234560557,hard,high,cnf050,error,1.55023175338283,low,82,cnf050,5.191433,-4.548271
29459,response,262,201,125,6 * 9 = 54,83.1333333333333,1.94747668993659,easy,high,cnf050,correct,1.43359970324673,high,83,cnf050,-4.676344,-9.431961
29817,response,265,201,108,17 * 7 = 117,85.0583333333333,2.04754378483631,hard,low,cnf050,correct,1.25007761479355,high,84,cnf050,4.247001,-9.175626
30175,response,268,201,104,16 * 8 = 128,56,2.08117883163504,hard,high,cnf050,correct,1.61712756520137,med,85,cnf050,-7.857802,-17.28182
30533,response,271,201,121,6 * 4 = 26,41.7,3.2143909111619,easy,low,cnf050,correct,1.79895431897603,med,86,cnf050,9.228755,-7.710836
30891,response,274,200,109,17 * 8 = 136,50.5916666666667,2.14737482881173,hard,high,cnf050,error,1.33365544490516,med,87,cnf050,-9.22623,-9.415666
31249,response,277,201,113,18 * 7 = 124,52.15,1.76343406969681,hard,low,cnf050,correct,1.71681428421289,med,88,cnf050,9.661073,6.42894
31607,response,280,200,107,17 * 6 = 102,27.5833333333333,2.1302014645189,hard,high,cnf050,error,1.5169039578177,low,89,cnf050,7.925312,-5.236444
31965,response,283,200,118,19 * 7 = 135,61.1333333333333,2.28026137547567,hard,low,cnf050,error,1.90019076527096,med,90,cnf050,7.995885,15.63179
32323,response,286,200,25,16 * 9 = 146,60.8583333333333,2.04686834500171,hard,low,cnf050,error,1.4659294129815,med,91,cnf050,-3.201063,-5.127332
32681,response,289,201,23,16 * 7 = 114,52.2416666666667,1.96425396273844,hard,low,cnf050,correct,1.81704013631679,med,92,cnf050,-6.44514,-0.7017531
33039,response,292,201,19,9 * 8 = 72,92.9416666666667,1.58089338964783,easy,high,cnf050,correct,1.23331766063347,high,93,cnf050,9.445969,-16.85773
33397,response,295,200,30,17 * 9 = 155,67,2.16386826289818,hard,low,cnf050,error,1.25022546737455,high,94,cnf050,0.06458516,-5.140933
33755,response,298,201,26,17 * 4 = 68,29.1416666666667,2.5973592416849,hard,high,cnf050,correct,1.58354992722161,low,95,cnf050,-1.221396,-14.18824
34113,response,301,201,11,8 * 4 = 32,85.5166666666667,1.7640546662733,easy,high,cnf050,correct,1.38360560452566,high,96,cnf050,16.27935,4.94435
34471,response,304,201,24,16 * 8 = 128,45.6416666666667,1.73000941635109,hard,high,cnf050,correct,2.46703045070171,med,97,cnf050,11.16545,2.513572
34829,response,307,201,20,9 * 9 = 83,95.875,1.9308370067738,easy,low,cnf050,correct,1.10020372248255,high,98,cnf050,-3.040028,-1.072587
35187,response,310,201,28,17 * 7 = 117,81.1166666666667,1.66406454448588,hard,low,cnf050,correct,1.30020481301472,high,99,cnf050,2.67048,14.23717
35545,response,313,201,3,6 * 7 = 44,70.4833333333333,2.06419758009724,easy,low,cnf050,correct,1.41667104978114,high,100,cnf050,5.051711,-21.4854
35903,response,316,201,12,8 * 6 = 48,35.1,1.7309940319974,easy,high,cnf050,correct,1.31719921436161,med,101,cnf050,9.320735,-7.689448
36261,response,319,201,17,9 * 6 = 54,80.0166666666667,1.53110711835325,easy,high,cnf050,correct,1.21707438956946,high,102,cnf050,-1.582553,-12.78927
36619,response,322,200,32,18 * 6 = 108,40.05,2.8142344627995,hard,high,cnf050,error,1.333651275374,med,103,cnf050,-7.60526,-4.933181
